mode,count,total_decode_time_ms_mean,total_decode_time_ms_std,total_decode_time_ms_median,total_decode_time_ms_min,total_decode_time_ms_max,draft_time_ms_mean,draft_time_ms_std,draft_time_ms_median,draft_time_ms_min,draft_time_ms_max,target_verify_time_ms_mean,target_verify_time_ms_std,target_verify_time_ms_median,target_verify_time_ms_min,target_verify_time_ms_max,accept_reject_time_ms_mean,accept_reject_time_ms_std,accept_reject_time_ms_median,accept_reject_time_ms_min,accept_reject_time_ms_max,generated_tokens_mean,generated_tokens_std,generated_tokens_median,generated_tokens_min,generated_tokens_max,drafted_tokens_mean,drafted_tokens_std,drafted_tokens_median,drafted_tokens_min,drafted_tokens_max,accepted_tokens_mean,accepted_tokens_std,accepted_tokens_median,accepted_tokens_min,accepted_tokens_max,acceptance_rate_mean,acceptance_rate_std,acceptance_rate_median,acceptance_rate_min,acceptance_rate_max,decode_tok_per_s_mean,decode_tok_per_s_std,decode_tok_per_s_median,decode_tok_per_s_min,decode_tok_per_s_max
true_target_only,5,32794.345400,2650.689811,33827.890000,28863.732000,34976.883000,0.000000,0.000000,0.000000,0.000000,0.000000,32741.087800,2636.373633,33773.701000,28832.889000,34908.658000,40.473200,11.264397,39.909000,23.762000,51.791000,161.000000,0.000000,161.000000,161.000000,161.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.936400,0.419626,4.759000,4.603000,5.578000
spec_draft_max_0,5,49722.836200,11998.424503,56016.676000,33581.761000,61761.421000,8075.206400,4024.110465,8595.933000,3713.862000,12861.589000,41587.376800,8245.035068,45020.494000,29814.332000,48837.226000,44.692000,4.355058,43.460000,40.222000,50.757000,161.000000,0.000000,161.000000,161.000000,161.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.416400,0.932170,2.874000,2.607000,4.794000
speculative,5,61031.141400,33311.193439,47682.404000,40350.968000,119977.743000,8679.605800,1962.723434,8200.251000,6854.662000,11766.518000,52301.621600,31630.596449,38340.772000,32108.930000,108162.491000,41.620800,7.211852,40.903000,32.655000,52.825000,162.800000,1.788854,163.000000,161.000000,165.000000,145.200000,6.760178,148.000000,135.000000,152.000000,97.600000,1.816590,98.000000,95.000000,100.000000,0.673272,0.032040,0.669014,0.644737,0.725926,3.113400,1.048904,3.377000,1.367000,4.089000
