mode,count,total_decode_time_ms_mean,total_decode_time_ms_std,total_decode_time_ms_median,total_decode_time_ms_min,total_decode_time_ms_max,draft_time_ms_mean,draft_time_ms_std,draft_time_ms_median,draft_time_ms_min,draft_time_ms_max,target_verify_time_ms_mean,target_verify_time_ms_std,target_verify_time_ms_median,target_verify_time_ms_min,target_verify_time_ms_max,accept_reject_time_ms_mean,accept_reject_time_ms_std,accept_reject_time_ms_median,accept_reject_time_ms_min,accept_reject_time_ms_max,generated_tokens_mean,generated_tokens_std,generated_tokens_median,generated_tokens_min,generated_tokens_max,drafted_tokens_mean,drafted_tokens_std,drafted_tokens_median,drafted_tokens_min,drafted_tokens_max,accepted_tokens_mean,accepted_tokens_std,accepted_tokens_median,accepted_tokens_min,accepted_tokens_max,acceptance_rate_mean,acceptance_rate_std,acceptance_rate_median,acceptance_rate_min,acceptance_rate_max,decode_tok_per_s_mean,decode_tok_per_s_std,decode_tok_per_s_median,decode_tok_per_s_min,decode_tok_per_s_max
true_target_only,5,65006.446600,71452.605267,15215.857000,11747.488000,161785.450000,0.000000,0.000000,0.000000,0.000000,0.000000,64956.822800,71454.906909,15169.904000,11686.105000,161739.082000,38.040200,5.180954,35.944000,34.721000,47.128000,161.000000,0.000000,161.000000,161.000000,161.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.517400,5.928225,10.581000,0.995000,13.705000
spec_draft_max_0,5,13790.857600,2394.927225,12819.797000,12448.496000,18061.579000,3391.235200,799.650085,3004.376000,2930.469000,4807.475000,10349.898200,1594.861413,9685.660000,9470.458000,13195.461000,37.434600,4.002759,36.008000,35.151000,44.554000,161.000000,0.000000,161.000000,161.000000,161.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.908400,1.684572,12.559000,8.914000,12.933000
speculative,5,10880.678800,531.206802,10639.441000,10342.847000,11594.632000,3541.093000,177.820916,3499.022000,3362.432000,3836.691000,7298.792200,567.984994,7143.911000,6758.949000,8012.473000,35.896200,2.131384,36.178000,32.644000,38.338000,165.200000,4.207137,164.000000,161.000000,171.000000,161.200000,6.457554,163.000000,152.000000,169.000000,106.000000,8.514693,108.000000,94.000000,115.000000,0.657078,0.035923,0.664474,0.594937,0.682927,15.208600,0.756982,15.266000,13.972000,15.856000
